"","decade","ppn cm/d","eref cm/d","uns1.Qroot","uns1.Qsto","uns1.Rch","uns1.State","uns2.Qroot","uns2.Qsto","uns2.Rch","uns2.State","uns3.Qroot","uns3.Qsto","uns3.Rch","uns3.state","Qsat.inf/seepg","Qsat.drainage","Qsat.recharge","Qsat.storage","Qsat.BC"
"223",223,0.262,0.042,-0.0347696759406163,-0.00621197054254015,-0.225689915909693,26.2801964103301,-0.0416866964348316,-0.0614001981613719,-0.163285280396884,29.1442933809161,-0.0362854971387557,-0.170708779179631,-0.056026255054487,30.9636375064809,0.801964017837624,-2.79174334920528,4.92583433658221,0.647304532101142,-2.78458297211308
"224",224,0.076,0.061,-0.0509796245860187,-0.0390395795855924,0.0139806870166935,26.1107311910851,-0.0612493578184056,0.127954085959489,-0.154438724554047,28.9823667875183,-0.0527003648920023,0.0293553949838801,-0.0538733539903737,31.0025593397199,0.822564238339062,-2.05963469413975,2.5161870224622,1.82927286475685,-2.29132989062072
"225",225,0.099,0.07,-0.0583382214040875,0.0525567921613227,-0.10027244519026,26.0117589366379,-0.0702861483162032,0.064003345397209,-0.0977318986729185,28.8306016929561,-0.0604758285645928,0.0122015152085802,-0.0519998148672889,31.0302956670403,0.817263013727408,-1.70160557948892,2.99605317346821,0.987811479610554,-2.28470853589099
"226",226,0.476,0.076,-0.0634596219300545,-0.248418229966893,-0.163458754491184,25.9134647378216,-0.0730982255678435,-0.323066673492255,-0.0766817406534271,28.7050651805437,-0.0656594710129865,-0.360731203409997,-0.0503287182745404,31.0458463278909,0.813207160738073,-1.41060538557568,3.35155783996435,0.257696030177557,-2.19821432242472
"227",227,0.12,0.128,-0.105609124932925,0.245418254064524,-0.267663795840355,26.3184564268114,-0.120463667140069,0.165832008895203,-0.173617802394614,28.7920023010344,-0.110584372232398,0.0380429848452801,-0.0486155865102156,31.0521060017254,0.739776923652955,-2.58891043851934,5.27607138243185,0.332185203908134,-3.01787823472053
"228",228,0.216,0.118,-0.0980903515646359,-0.0071239786130296,-0.111104126508668,26.132645199344,-0.118235040891327,0.054358198437045,-0.155611147508079,28.8419758658918,-0.101944968151742,-0.0679572010658564,-0.0467701416103317,31.0555342168026,0.784865723680356,-2.04335478047747,3.57071106459753,0.944108346709038,-2.4796056496235
"229",229,0.269,0.188,-0.156470971421075,0.00748751443144633,-0.12406376891056,26.0904307159587,-0.185486854389128,0.041386208103633,-0.129065942189086,28.785286123595,-0.162420796716335,-0.0622255684866671,-0.045119250917976,31.0563997989709,0.787128316398158,-1.87975571113324,3.39447827339165,0.92211927718287,-2.44381137277638
"230",230,0.159,0.205,-0.171413785166018,0.0279885575600013,-0.0197135336777985,25.9850866295642,-0.205838005783166,0.140713640364581,-0.0987019587112341,28.7124472309002,-0.17710778365345,0.0605890938427031,-0.0435722086377422,31.054386671572,0.80118208037194,-1.50039035264979,2.06765390242282,1.59850757665222,-2.17235719333084
"231",231,0.266,0.191,-0.159349532360883,-0.0216329800228797,-0.0910871174288667,25.9179921800584,-0.191127508999438,-0.0133495190916419,-0.0649833887808727,28.6181967672015,-0.165012617940532,-0.0593218739331463,-0.0421778311435842,31.0481857492529,0.79765445389808,-1.27893249471984,2.37989838601098,1.0419246200187,-2.14559769484022
"232",232,0.237,0.281,-0.23644410941328,-0.100969970294823,0.100409408223959,25.7916004497992,-0.281708826278663,0.0866728826958037,-0.0446141871228873,28.5244026502137,-0.242767254666437,0.0459634005179358,-0.0408824079877087,31.0370549820503,0.812000073629316,-0.891895473088915,0.330256624435976,2.30402332846389,-1.74660842537827
"233",233,0.173,0.313,-0.261860202002646,0.145206040927004,-0.0558884511598348,25.8778962006434,-0.310333697281567,0.153020908828023,-0.0177038398365004,28.4486147494502,-0.270413347724537,0.136091243052796,-0.0396783974119016,31.0209269771247,0.778385353929361,-1.01836581817711,1.52134031587911,1.59521991002602,-2.10208417459511
"234",234,0.031,0.369,-0.312963657018434,0.0202637389060284,0.266798676750839,25.6081592826758,-0.3705084104097,0.343250545634837,-0.00592952573671526,28.3524701134298,-0.31801689586072,0.325401126274889,-0.0385985054600265,31.0003228629528,0.817457696082292,-0.489381815778846,-1.68431157389484,3.48404842798088,-1.31642182918505
"235",235,0,0.399,-0.340282709336305,0.00654450181053737,0.317966206550456,25.302943614411,-0.400164172450767,0.373241044913966,0.024692886619461,28.2359210311875,-0.170570077547014,0.207890236039906,-0.0377473455964273,30.9759709796209,0.849721624408362,-0.239591621217609,-2.49418617197715,3.58010799567392,-0.851713104762723
"236",236,0,0.513,-0.43669907030498,-0.00886111191099326,0.207752950123838,25.1289859808043,-0.471913158207755,0.422390545735157,0.0547116401719334,28.1229592863428,-0.0795523008757662,0.116826027266801,-0.0373738521040127,30.9480641718028,0.859429465526347,-0.125659660938985,-1.75500626025173,2.65168612399385,-0.773960856377464
"237",237,0.572,0.397,-0.331670513950532,-0.041214079565935,-0.20444331862747,25.413068722225,-0.37492065745351,-0.274986524803959,0.0782136046182353,28.0403683462742,-0.279382663526708,-0.254500729153638,-0.0381840028772816,30.9169601993725,0.804869036952035,-0.147218752885382,1.94266039476139,-0.0311046293477456,-1.76050262073517
"238",238,0.178,0.315,-0.265436293589252,0.0149792847357308,0.0717143366409661,25.595911892074,-0.316287667422914,0.0449182436834203,0.0920750341330756,27.9957797536528,-0.272141228540668,0.134749566064671,-0.0410263142727936,30.8835387115733,0.773858128831982,-0.147042302753413,-0.761414321790112,2.512927036158,-1.60740275323195
