"","time","ppn cm/d","eref cm/d","uns1.Qroot","uns1.Qsto","uns1.Rch","uns1.State","uns2.Qroot","uns2.Qsto","uns2.Rch","uns2.State","uns3.Qroot","uns3.Qsto","uns3.Rch","uns3.state","Qsat.inf/seepg","Qsat.drainage","Qsat.recharge","Qsat.storage","Qsat.BC"
"924",924,0.02,0.28,-0.237158215203723,0.128642500191715,0.0880499281883889,25.1522299886551,-0.23838587084494,0.112753354284877,0.103056012058355,28.1348582318116,-0.131536340827487,0.1455534679952,-0.0349417863168236,31.6319158884823,0.930382878224117,-0.113941882304643,-1.15116448809225,2.2200433404174,-0.956269244123359
"925",925,0.01,0.19,-0.16095942187132,0.0556393173026674,0.0955460009654539,25.1588920446405,-0.16142171040076,0.047175574376072,0.10362084180214,28.128358317119,-0.0846800991731314,0.109530428601114,-0.0350013599643695,31.6272833218163,0.929363714564773,-0.111171164633612,-1.22681088949069,2.30688478970081,-0.970414536428052
"926",926,0,0.21,-0.17806861318495,0.0621372183793991,0.123370686160333,25.1641888609337,-0.177198685839334,0.0699964578210536,0.103696990531393,28.1219967199905,-0.081932682855899,0.116972013210083,-0.0350777134636121,31.6226536514507,0.92876374694008,-0.108022265649974,-1.49036075282519,2.5579979144886,-0.961589746732277
"927",927,0,0.09,-0.0762417406467708,-0.0298819283713526,0.0967430839603086,25.1654494249619,-0.0760235132738844,-0.0247728092219451,0.10392470082721,28.1157066137856,-0.0352563887163811,0.070331159515617,-0.0351721073257729,31.6180282940178,0.927591011403918,-0.105345731419309,-1.23772358308926,2.32875356730952,-0.987280033085342
"928",928,0,0.35,-0.297234022886535,0.121980196263162,0.165306850118864,25.1701408590902,-0.289307753426123,0.177974089623203,0.104120675758346,28.1095823263334,-0.104108346780767,0.139050181807445,-0.0352863559734096,31.613406727933,0.927659802674203,-0.101651776466957,-1.88874389384332,2.92991851247259,-0.942156832042843
"929",929,0,0.39,-0.332004382670151,0.110198580413672,0.231875411143918,25.1654044081316,-0.313522324650361,0.200541992428607,0.104298252025107,28.1033798891204,-0.0808504681499634,0.1158706352591,-0.0354216066943114,31.6087919862932,0.92850434885104,-0.0969848627020059,-2.52019390864125,3.48904686754789,-0.875488758081211
"930",930,0,0.38,-0.323971967116729,0.0689524588147374,0.26874094197601,25.152142517541,-0.296555644361273,0.183940160858029,0.104454844467102,28.0969776496113,-0.0363293464084235,0.0715148924702754,-0.0355795649788518,31.6041841240232,0.929630923278294,-0.09180467162051,-2.86876988173505,3.77181350490622,-0.81535509697042
"931",931,0.4,0.25,-0.212437434251854,-0.366599014174073,0.174281368912905,25.1346070151982,-0.203972479328675,-0.295380646804383,0.10532279360738,28.0903805746937,-0.101744806379134,-0.263357540555304,-0.0357631968647935,31.599582570105,0.929116384971885,-0.0879814209160558,-1.97625841328669,2.918423564631,-0.856929242757381
"932",932,0,0.4,-0.340119654280944,0.151921091328978,0.188058746454483,25.129473089965,-0.320423508998732,0.214898636429404,0.105441785299775,28.0837911835768,-0.131655831871817,0.167100776585602,-0.0359762466350778,31.5949759030464,0.929184487225277,-0.0840118804793753,-2.10397613648356,3.02940751225641,-0.844271525738066
"933",933,0,0.39,-0.331989196534884,0.108927376158363,0.215214512032555,25.1226411854389,-0.304818071602124,0.201156169733195,0.105776755893019,28.0772984628317,-0.108339313503243,0.143577941496628,-0.0362168703269262,31.5903812398304,0.929630435955574,-0.0796694865401564,-2.36039269029048,3.2513872021607,-0.814542089482327
"934",934,0,0.54,-0.46122510970567,0.171117501206496,0.305220012405022,25.1124972809566,-0.403283173282477,0.302171182668478,0.106135270722937,28.0707796974411,-0.101856881277903,0.137493734720651,-0.0364895642191118,31.5857988370635,0.931358739542147,-0.0740125572025672,-3.21350206536734,4.00831971392504,-0.725258569479722
"935",935,0,0.55,-0.470645887266407,0.124418827200701,0.365573916395769,25.0913535850671,-0.389516181448676,0.288062976712829,0.106505214884809,28.0639914643302,-0.0368425194283119,0.0732630949334095,-0.0367961468099696,31.581229555342,0.933610068967249,-0.0675051790734169,-3.7843210921363,4.48146236542301,-0.634856065405549
"936",936,0,0.52,-0.441762763702437,-0.166831062748646,0.110725903807617,25.0636310816969,-0.348629178111481,0.246476277046396,0.10688882541393,28.0568926424045,-0.0167728760715711,0.0537650596327205,-0.0371398868291049,31.5766723244626,0.93159227771221,-0.0648564660022599,-1.35988549740761,2.21257794376044,-0.78935561090692
"937",937,0,0.53,-0.453100170664287,0.152707112704139,0.320721427851825,25.0689218412337,-0.334646754624428,0.232361028282559,0.107326553734814,28.0504675583283,-0.0143316161344205,0.0516842800407949,-0.0375228932509176,31.5721296763771,0.933885406177205,-0.0590975311568617,-3.3515119011254,4.05660431848273,-0.650366847618793
"938",938,0,0.48,-0.410450249587006,0.0146992419726502,0.317755753588037,25.0473356719514,-0.286882285860417,0.169331509866718,0.10717586296908,28.0436257330901,-0.0130602771992341,0.0507781076432281,-0.0379480238439887,31.5676020403361,0.935283162714132,-0.0534299924879966,-3.31311491034377,3.97324892159097,-0.611057030978344
"939",939,0,0.34,-0.290863765946093,-0.0220158173504447,0.333357681410353,25.0269246105059,-0.196300703733644,0.0992032060082564,0.108217138501042,28.0366940543812,-0.01077087198731,0.0490503200439975,-0.0384176552078022,31.5630914142081,0.936913677977935,-0.0503902762766922,-3.46213319869816,4.0718901731365,-0.56392658913488
"940",940,0,0.33,-0.282307155643212,-0.0222716247255287,0.3259015174465,25.0051435966259,-0.184460028444161,0.0850333731346201,0.108900921277171,28.0295389141147,-0.0111256552342251,0.0498668184482953,-0.0389345832548311,31.5585980460565,0.938366123498675,-0.0476058560598359,-3.38753886884463,3.96547267245021,-0.534667998628685
"941",941,0,0.42,-0.359557316009974,0.0344704958766067,0.343790564111427,24.9849345111995,-0.224531360344165,0.108375022005016,0.10871820345351,28.0222558543366,-0.0129982672291752,0.0524026759599393,-0.0395004133725426,31.5541238187971,0.940100777477057,-0.0447040009845375,-3.54407148321226,4.07519397415699,-0.490914951164216
"942",942,0.05,0.29,-0.247945593741088,-0.106345493478979,0.288186021270695,24.9631953556502,-0.156722415066877,-0.00179132370194576,0.10937581177509,28.0148699158068,-0.0460855195235783,0.0358041900751701,-0.040118305226647,31.549671426392,0.940922981598743,-0.0420798936534961,-3.00970400274939,3.55167981484125,-0.503574511703967
"943",943,0.02,0.31,-0.265030764448627,-0.020899159642512,0.28301574294685,24.948940040173,-0.165476757044524,0.042808713208744,0.110172827463493,28.0074894504907,-0.0375376719335191,0.0580878347642842,-0.0407868164356893,31.5452415848326,0.941881244234097,-0.0394539945663908,-2.95485277594945,3.48587958713681,-0.495111196430453
"944",944,0,0.2,-0.170715405235634,-0.0709928262018776,0.227921104800831,24.9357244682241,-0.105862308178244,-0.00325512629389774,0.110037932418736,28.0000688590928,-0.0139278696171751,0.055322514397852,-0.0415081159814934,31.5408367384734,0.94199604704717,-0.0371457859886597,-2.4152831418799,2.97797595661657,-0.528259772234653
"945",945,0,0.14,-0.119374915419245,-0.0615736331296572,0.199395845297475,24.9298963512398,-0.074094593580715,-0.0324491008853062,0.110193441922936,27.9928338530229,-0.00810622551279141,0.0502439650351849,-0.0422820927019975,31.536459939748,0.941880643574132,-0.0350021243860893,-2.12996551260867,2.71909077928736,-0.556387299944508
"946",946,0,0.34,-0.290178426837461,0.0523899063517491,0.2201452901166,24.9278546913338,-0.174849839504824,0.0737396807633826,0.111156038231647,27.9857529527496,-0.0141221910529193,0.0557696897529993,-0.0430753007219126,31.5321129930059,0.942211033395228,-0.0327330054733286,-2.3204693984185,2.90021489858381,-0.549567783278103
"947",947,0,0.28,-0.239080085672423,0.0144761986014541,0.233388247636782,24.9231475642575,-0.141277746850402,0.0333682512674954,0.111621529600064,27.9786618745527,-0.0109163759607946,0.0532531102913533,-0.0439033417994368,31.5277958750415,0.942658013617608,-0.0303913061017196,-2.43397032788481,3.00052815130434,-0.538915437136726
"948",948,0.01,0.33,-0.282030911288424,0.0347228727535157,0.258691281389673,24.9168502130093,-0.16381749818734,0.0509755138789204,0.112004326322436,27.9715611772738,-0.0201625836100657,0.0516899405628672,-0.0447743144375161,31.5235099314,0.943431825465036,-0.0279091053376124,-2.66034295738761,3.19841222291235,-0.513255220940496
"949",949,0.07,0.3,-0.256342577687715,-0.050077403067555,0.24867664689221,24.9074824999225,-0.153929591925188,-0.0286931686449484,0.111971544975027,27.9643967461784,-0.058105801028756,0.0332633205276663,-0.0457179136957649,31.5192565693093,0.943940942819388,-0.025488916660995,-2.54552858198273,3.07672923810872,-0.508649088658824
"950",950,0,0.31,-0.264867747273949,0.0227822170616012,0.242867914083513,24.8995858759567,-0.156210841739212,0.0407634867329578,0.11195503500747,27.9572441386409,-0.0307132561405786,0.0766956585638784,-0.0467197041550235,31.5150381217341,0.944380174242551,-0.0231205070793289,-2.46964311916766,2.99509966699353,-0.505144394673191
"951",951,0.54,0.12,-0.101949321049671,-0.531182592253433,0.0887164147365302,24.8926242278945,-0.0749930183912483,-0.571816072115282,0.112314097523707,27.950147431627,-0.0623325776857331,-0.429487817968217,-0.0477828753093694,31.5108583879259,0.942351153535785,-0.0216186693152536,-0.986900416880619,1.63700491816072,-0.628964724703788
"952",952,0.08,0.29,-0.246191834645799,0.0947597750139801,0.0698245178478797,24.9065800091361,-0.18699909653194,-0.00641623060211881,0.112576594350234,27.9433551478844,-0.14646525312682,0.11510178942429,-0.0489062439723816,31.5067043054615,0.940685763144872,-0.020278734199529,-0.787014940638798,1.49523470287962,-0.688124685551644
"953",953,0,0.28,-0.237924347930706,0.137698844236579,0.0998103805099691,24.9221689540993,-0.181174676412057,0.0669989862097109,0.112714417574028,27.9369261589894,-0.127772218900896,0.17698600913639,-0.0500854365934411,31.5025950304905,0.939622773687867,-0.0188170627903728,-1.04910971152689,1.76965558376843,-0.702450785770581
"954",954,0.78,0.32,-0.270834824406751,-0.511169750862196,-0.00399448900608896,24.9327318073698,-0.228372501032294,-0.667871379494749,0.112458273817374,27.930701200234,-0.185016200135264,-0.544596714849347,-0.0513223395734824,31.4985343724754,0.936567388758138,-0.018020587210831,-0.0349791945416536,0.87040684733738,-0.816430134579814
"955",955,0.46,0.25,-0.210723462894312,-0.129309914537125,-0.110828169435826,24.9585138447068,-0.189596553016466,-0.380778637727293,0.112773613117617,27.9248517935089,-0.153964527615345,-0.252820954964336,-0.0526199566020113,31.4945051848107,0.932077517659376,-0.0179819956757506,1.00345520280218,-0.0162380382379366,-0.966465185428266
"956",956,0.37,0.35,-0.294804554622214,0.0382722913637705,-0.119311333964374,24.9991516748841,-0.275284990780177,-0.204648510973693,0.112974604041913,27.9196747095532,-0.223664849185238,-0.0917015939335871,-0.0539713090636821,31.4905196406836,0.927983511241236,-0.0181073819092147,1.10973888387623,-0.0311891894338719,-1.05766622097073
"957",957,0.24,0.19,-0.159874212007278,0.0443875033357407,-0.134982232875497,25.0388811813676,-0.155025651590422,-0.199894827579143,0.113095734813286,27.9150349260724,-0.132272450147449,-0.0529593456037331,-0.0553705748177424,31.4865840908176,0.924303579264492,-0.0184523954940707,1.28609173853149,-0.12061251121231,-1.1441832127619
"958",958,0.03,0.32,-0.2700875614384,0.267261634855019,-0.0368787170810582,25.0788056916894,-0.264802136844242,0.120481758623022,0.113195243287279,27.9109220845648,-0.220446153989703,0.24611859969882,-0.0568127634794058,31.4827018961681,0.922543576357552,-0.018269370697583,0.382607368065463,0.763649573771826,-1.12702127952898
"959",959,1.1,0.08,-0.0668989716031786,-0.770775128192028,-0.27282701009412,25.1017802479868,-0.0693621065876015,-1.13904610371002,0.114492342164025,27.9069520270396,-0.062090831703763,-0.980769479918462,-0.0582925483653968,31.4788809566845,0.916221440918055,-0.0197940611947214,2.64163095913521,-1.2484599787854,-1.36795063187126
"960",960,0.86,0.14,-0.11612773820303,-0.265595766669779,-0.463378574534794,25.1634226270203,-0.126115329151282,-0.844246567477347,0.113998011642663,27.9038714308302,-0.112914190810831,-0.686657535774745,-0.0598114002755441,31.4750935615995,0.90765524796556,-0.0229696389450666,4.48807480560203,-2.79497064206053,-1.66076670456073
"961",961,0.05,0.26,-0.216563819561015,0.485660979028826,-0.333883583690184,25.2556448442598,-0.238840142980062,0.0712723738992211,0.113927320142608,27.9024044731548,-0.210035448392751,0.221062261041437,-0.061361302343205,31.471354719415,0.902827152133315,-0.0253809270463992,3.29026057059858,-1.55352792563134,-1.70539293621182
"962",962,0.31,0.27,-0.225680109502349,0.122851643684848,-0.222890004705342,25.316975185134,-0.251641792134967,-0.171875931380496,0.113913752271802,27.9015461302857,-0.219273465492144,-0.0280790511143299,-0.0629400911581954,31.4676853499777,0.899857009324417,-0.0271860696551248,2.26824286493773,-0.540871928077319,-1.69663916231858
"963",963,0,0.33,-0.277223049832702,0.338064528914383,-0.076101704926224,25.3580683009207,-0.310209408789186,0.194777307989673,0.113902398627585,27.9009003793522,-0.268483234517459,0.332662427080963,-0.0645513746235203,31.4640780629655,0.898428952927565,-0.0280519316087094,0.906795180064762,0.733343897778638,-1.61140210766822
"964",964,0,0.38,-0.320718993757011,0.259318350390315,0.0624685274894701,25.3746115540937,-0.358663107876475,0.241361571643546,0.113869725987466,27.9000288021791,-0.308419803028782,0.373654328952989,-0.0661882014002302,31.460540964235,0.898046389173864,-0.0280162227374276,-0.375838550533503,1.88907883558233,-1.48689726633497
"965",965,0,0.38,-0.321738298299523,0.168728238025914,0.149942337496795,25.3708744507033,-0.359165722628456,0.243662235049514,0.113838109326968,27.8986681897552,-0.307002690197647,0.374664239501031,-0.0678434079426982,31.4570738171855,0.898100792929085,-0.02740436173836,-1.1726558185079,2.56699023745068,-1.36993067242532
"966",966,0,0.41,-0.347921960525061,0.119854753328262,0.20603182510354,25.3555281431223,-0.386530833226972,0.27186572247046,0.113917275212637,27.8968049705659,-0.32891726560161,0.396682134712164,-0.0695075132935354,31.4536761424761,0.898462956053383,-0.0264046032165467,-1.67222667726826,2.95948943144995,-1.26458751462393
"967",967,0,0.41,-0.348754852118084,0.0988362855813791,0.2677111954016,25.333453234481,-0.383941069181906,0.270283545351135,0.113982362367433,27.8944732878102,-0.326330024315133,0.3964448001833,-0.0711639250543202,31.4503477843175,0.899359948651462,-0.0249674674011593,-2.22492204275193,3.39569225217367,-1.15028759666261
"968",968,0,0.39,-0.332178071980854,0.0551763595554067,0.294221921422032,25.304320954982,-0.360859110881763,0.247482002371894,0.114051510353108,27.8916346991385,-0.305819061257403,0.378253401789549,-0.0727999401181649,31.447087717487,0.900346999195014,-0.0233098806049667,-2.44395037383758,3.51991077223872,-1.05735832019919
"969",969,0,0.38,-0.323734414407235,0.0166740063663738,0.287218260476135,25.2729376874093,-0.346830099281974,0.226578998863231,0.11394985720898,27.8883789297971,-0.291364383875628,0.365379168813213,-0.0744097715474217,31.4438943922159,0.901177001252395,-0.0216433469640327,-2.34339777015467,3.35559982147184,-0.994992650163872
"970",970,0.2,0.35,-0.297892135684682,-0.166383202717451,0.252394038406281,25.2435968918553,-0.318396651227394,0.00249774563871741,0.114061758893184,27.8848637719258,-0.258865677107947,0.134448784007937,-0.0759920755709865,31.440766625435,0.901713343347223,-0.0201149191478508,-1.98123148675829,2.9635684467355,-0.966062217373958
"971",971,1.71,0.28,-0.23483721163634,-1.32729429724108,-0.158220808346992,25.2192212865347,-0.261213491192872,-1.56353371626441,0.113933419460442,27.8811897836004,-0.214120946589547,-1.41963151746112,-0.0775461066451438,31.4376980599407,0.896844830031464,-0.0213178493969912,1.95302141667572,-0.64093500340721,-1.28743767386773
"972",972,0,0.35,-0.293266815468691,0.466652102275617,-0.181493456031411,25.2562844939689,-0.328571755103207,0.212279903000975,0.114120148170521,27.8787576751874,-0.269676867228871,0.348560495487282,-0.0790738829594095,31.4346614700459,0.893973059086974,-0.0226808851723508,2.20357388830717,-0.771326103827683,-1.40610053003452
"973",973,0.06,0.37,-0.311183104188345,0.30372981625207,-0.0650441864154363,25.2924940392711,-0.348379617900575,0.171941994590465,0.114288923198836,27.877140296797,-0.284519484110208,0.304491233582185,-0.0805640025939815,31.4316929917685,0.892859291323453,-0.0232654574307899,1.12608213270759,0.285212415582698,-1.38684875429137
"974",974,0,0.18,-0.151661118433208,0.15365602973543,-0.00680054045491101,25.3093664810846,-0.170646561669694,0.0550556473979484,0.114406910908729,27.8756102770132,-0.140514308650758,0.221659368817629,-0.0820242343649996,31.4287880412274,0.891936851127795,-0.0234665027209837,0.60147825785162,0.779812602165193,-1.36382009604794
"975",975,0,0.28,-0.236611149167496,0.159972479123392,0.0781109725218239,25.3171880634324,-0.265961016154745,0.147714070409415,0.114562402881123,27.8740573401533,-0.217389710236442,0.300528559891452,-0.0834434734043539,31.4259762048935,0.891776843086613,-0.0231200829981041,-0.177703605407582,1.47376022968052,-1.29841233664993
"976",976,0,0.1,-0.084500783966792,0.00791939433436286,0.0771423817814667,25.3133618641436,-0.095527205949903,-0.0229311863864482,0.114616517613611,27.8722738023105,-0.078761744495591,0.163026503398606,-0.0848245851942766,31.4232233166446,0.891219417306194,-0.0227709830027731,-0.140734308994071,1.41745724057942,-1.27912431192545
"977",977,0.16,0.15,-0.126698881457385,-0.0986753074756232,0.0647467720099493,25.3098571235406,-0.143789786449915,-0.130723299229705,0.114717308795046,27.8703978238396,-0.118482358105327,0.0438469734863665,-0.0861625610881878,31.4205252808869,0.890529593872275,-0.0224837457632997,0.00344830543732264,1.27244183312033,-1.27510410949475
"978",978,0.29,0.2,-0.168720743257722,-0.147076205358046,0.0296353094033609,25.3080758934452,-0.192193982929376,-0.213024471627584,0.114786452007932,27.8684888038911,-0.157441319572126,-0.0451900791877195,-0.08745538723462,31.4178777964997,0.889475747449074,-0.0224118464724094,0.362837901760773,0.943977484358853,-1.29745001355085
"979",979,0.05,0.22,-0.185643636827619,0.0961251005469324,0.0375155563859409,25.3111140797392,-0.211773001141625,0.0456069934766756,0.114831380401052,27.8666686006952,-0.172116974296005,0.21071328375025,-0.0886998872355438,31.4152777335309,0.888718705073054,-0.0222795709019732,0.31302908963392,0.991306186221467,-1.29630296599198
"980",980,0.21,0.19,-0.16023877996363,-0.0690338989524719,0.0227498753662863,25.3128867062145,-0.183350793833322,-0.141840099562752,0.114752977680737,27.864889700768,-0.148521176121088,0.0281867000877694,-0.0898923225632853,31.4127283752788,0.887757475576105,-0.0222408294015213,0.478538259707756,0.843623009953186,-1.31053928147421
"981",981,1.4,0.14,-0.116582519002072,-0.982566278216165,-0.308642392077087,25.3166285330594,-0.136314927980739,-1.37522984198499,0.114897327545443,27.8631977133642,-0.11255945811478,-1.19643115046459,-0.0910537942777375,31.4102247398614,0.881825617998191,-0.0247368206042243,3.64934971120801,-1.99912289902735,-1.61932983410747
"982",982,0,0.25,-0.208391425379039,0.465555635172151,-0.274958002749586,25.3748377909673,-0.244571251808334,0.127077109737234,0.114819349758204,27.8629673015188,-0.20111283870932,0.293145762973449,-0.0921120081354815,31.4077214345622,0.878545532443127,-0.0270212467626187,3.35179534613455,-1.61028221759393,-1.70950914713425
"983",983,0,0.24,-0.201032312777281,0.324868769193485,-0.137903713821108,25.421082714446,-0.235690951525432,0.119023060957303,0.114713114870168,27.863440135844,-0.19366177323704,0.286375984469057,-0.0931102599596608,31.405268682018,0.87737966758881,-0.0283568132490922,2.07121118787189,-0.367273946613948,-1.67344180870625
"984",984,0.52,0.1,-0.083599940364067,-0.263383988434305,-0.175114017852896,25.4436606936368,-0.0987724241770603,-0.53917156422889,0.114628851030104,27.8638825802511,-0.0819961922669915,-0.345107849356003,-0.0940551602352253,31.4028620719981,0.875013659446401,-0.0300805764229423,2.44494429628922,-0.680146348702839,-1.7319709538434
"985",985,0.01,0.22,-0.184388789232243,0.269779991082876,-0.101600300232654,25.4719029548508,-0.217942215181648,0.0898276621264442,0.114484924933468,27.8647114639787,-0.181286415837694,0.265503903491603,-0.0949485324029302,31.4004899920633,0.873798817641142,-0.0312874574688612,1.76626551761938,-0.0269579190240288,-1.70673067147191
"986",986,0.22,0.22,-0.184627608257387,0.0209879929849552,-0.0585091632305959,25.4872550223252,-0.21848895201526,-0.117177338298945,0.114262769415845,27.8654864598264,-0.182086875686193,0.0582145477660294,-0.0957862743906386,31.3981598497866,0.872723501083326,-0.0321896254376402,1.37626392525083,0.337725606901415,-1.67963805945993
"987",987,0,0.26,-0.218744010220245,0.202352132772726,0.0152407376265858,25.4955746387662,-0.258628645697601,0.142762103937722,0.11423570493374,27.8661389489261,-0.215599453913599,0.311104703805872,-0.0965651482639808,31.3958906921311,0.87228076600651,-0.0325615480820988,0.691825486932763,0.940590484969313,-1.61523898356191
"988",988,0,0.23,-0.193888626185167,0.12392772192494,0.0707598833884324,25.4932019254526,-0.229108689205143,0.111253586125397,0.113931130530217,27.8664808816459,-0.191072233769833,0.288116786719372,-0.0972904337105681,31.3936585555538,0.872121427383803,-0.0325135525166364,0.182268877274074,1.3940656627189,-1.5455165045528
"989",989,1.09,0.07,-0.0584628544664928,-0.856601138423036,-0.182650456495464,25.4832396196664,-0.0699392926343927,-1.12913613472324,0.11487426739876,27.8664366506291,-0.0587967463465637,-0.934077853170322,-0.0983877586447641,31.3914356762305,0.868495535078885,-0.0363016503711694,2.60289496850733,-0.830935189644877,-1.73278984867371
"990",990,0.05,0.16,-0.133517245150002,0.268663015576142,-0.202410087860331,25.5117690309553,-0.160158984204916,-0.00608888056664157,0.114121738396124,27.8673002144203,-0.135227445120829,0.183421014165666,-0.0988389676883542,31.3892452387816,0.866056345344903,-0.0412992177802343,2.80740027143608,-0.954629155541607,-1.80829396292243
"991",991,0,0.18,-0.150693272565639,0.253415233585814,-0.110865597193396,25.5407578594567,-0.180455050529883,0.0644662148300316,0.113892173312292,27.8687689660919,-0.152809815416929,0.251867492021391,-0.0992962455944988,31.3870812630599,0.864928679686867,-0.0444763487374129,1.94933513891802,-0.122186280016648,-1.78132327932522
"992",992,0,0.21,-0.176379793932504,0.185778597612477,-0.0131477586119094,25.5544028050147,-0.210695185405209,0.0919556083771484,0.113362154828477,27.8701619578733,-0.178748454614679,0.278046006805365,-0.0997458966425118,31.3849435350188,0.86450315875025,-0.045764270734855,1.03546803793539,0.711716150567059,-1.71110906666376
"993",993,0,0.24,-0.202107436471626,0.1303950503103,0.0619318379834036,25.5535645218429,-0.240921488033583,0.124539610324739,0.112964626602342,27.8711775432018,-0.204504655538401,0.304555261894226,-0.100165435515832,31.3828541661801,0.864446886639204,-0.0456290422956281,0.33473698177786,1.33808692530237,-1.62889989395568
"994",994,0,0.27,-0.227932967540269,0.112728868480213,0.128850916357732,25.5424670059526,-0.271087338762837,0.156042728849936,0.112595406868704,27.8717017974915,-0.230028001177975,0.329341730044541,-0.100554833424866,31.3807662168107,0.864800957371915,-0.044209085272199,-0.289364625201373,1.86657636589457,-1.53573334957763
"995",995,0.01,0.25,-0.211341026940091,0.057064374918258,0.161328750138067,25.5228819666892,-0.251021958272154,0.129038844504783,0.112637330119326,27.8716503305696,-0.212876771946991,0.303263633410801,-0.100900744192118,31.3787010075547,0.865232284992137,-0.0421073884888985,-0.591255128460184,2.08829638953558,-1.45809771906403
"996",996,0.22,0.11,-0.0927733200752731,-0.219202769113715,0.0887474457364343,25.4997829372249,-0.110449661639748,-0.222889912665554,0.112178832945165,27.8710668097086,-0.0938416573358884,-0.0253793090768889,-0.101203289156548,31.3766559364211,0.864722868981911,-0.041227092734614,0.109103307338432,1.39637539919408,-1.4662127256088
"997",997,0.08,0.1,-0.0842189400028186,-0.0402197314214521,0.0435253892227723,25.486886701654,-0.100408783308862,-0.0944892931048191,0.11166890301429,27.8704752443008,-0.0854447736430623,0.10624906616383,-0.101462527987433,31.3746261671174,0.864039902872511,-0.0411261077632609,0.549157353703173,0.956664621242106,-1.48365226440426
"998",998,0.61,0.11,-0.0922219985878522,-0.432182558425033,-0.0857542552084762,25.4808495838431,-0.110449661639748,-0.610409976841698,0.111015304033962,27.8700258425566,-0.0941095803483883,-0.414937521428857,-0.102107034293857,31.3726349421611,0.862014539016357,-0.0434587854858784,1.79714868454592,-0.161494810575233,-1.59096461766755
"999",999,1.17,0.05,-0.0414010511417707,-0.710432829190265,-0.405281054720049,25.493843978986,-0.0502043916544309,-1.23366371220877,0.110916019179214,27.8701965616626,-0.0429196370012089,-1.02507098456312,-0.102174010686461,31.3706479813037,0.856053419278023,-0.052790074308897,4.83523359029221,-2.84890238085154,-1.92547533677238
"1000",1000,0.02,0.13,-0.107767505520957,0.432034974254808,-0.363898123854215,25.5612307475528,-0.13053141830152,-0.00455379620098611,0.110617713431868,27.8725131444371,-0.111901833879602,0.193679601555909,-0.102175694509086,31.3686618304291,0.852910226825619,-0.0629449949174418,4.44508631434842,-2.34556166194308,-2.03008133700577
"1001",1001,0.26,0.14,-0.116364600702859,0.11685679183147,-0.277653505349354,25.6147355293362,-0.140572296632406,-0.23022599722361,0.110026173560073,27.8756918378722,-0.120830435617052,-0.0373014317114873,-0.102200903825211,31.3666901482945,0.850586345093025,-0.0745369541557818,3.63213819311261,-1.50048744527652,-2.05261913566829
"1002",1002,2.82,0.04,-0.0321154700520026,-1.70282870070257,-1.06401544344863,25.6521846094659,-0.0316080974054473,-2.89364017773034,0.109722594063808,27.8791753541754,-0.0345576163226245,-2.68340406777032,-0.102375756571307,31.3647300177075,0.83513398090454,-0.271612128767102,11.1097247563294,-7.89203888600576,-2.92376572795566
"1003",1003,0.24,0.18,-0.145478705816614,0.771535494405686,-0.888578204756082,25.8616071744354,-0.180735809955951,-0.172512656659117,0.10939856438421,27.8900408514331,-0.15550927345181,0.0174925509373468,-0.102485490617227,31.3627687452041,0.830576751893599,-0.599183914863857,9.44844358847672,-5.72251085255772,-3.11076459020407
"1004",1004,4.38,0.08,-0.0592543098127934,-2.00126945604966,-2.2940214851052,25.9908223309331,-0.0248587644272913,-4.45987292980269,0.108973212356789,27.9027839342614,-0.069115232645249,-4.20876648848094,-0.10253368149651,31.3608347939078,0.824901665702656,-2.24353624235786,22.8063401965741,-15.4673004142634,-5.04962521256228
"1005",1005,0.11,0.16,-0.124972702520904,1.43367608620263,-1.44042152376724,26.5258292674271,-0.160654053294179,-0.0630605297517714,0.108820339833418,27.944044945944,-0.138230465290498,0.129451327016495,-0.102338087176571,31.3589118185648,0.851308011322926,-2.83393680243499,14.6940878512114,-6.94161451191923,-4.89008914008894
"1006",1006,0.12,0.14,-0.112566603822327,0.768028233214681,-0.790692488949595,26.6913623753424,-0.140572296632406,-0.0922371403834966,0.108125704496258,27.9822788708975,-0.120951657129186,0.101837993338709,-0.102187868306504,31.3570203300492,0.855460790438777,-2.93621919543632,8.52509517686633,-1.1270640631908,-4.45580104309642
"1007",1007,1.61,0.03,-0.0239291309174581,-0.635392157139188,-0.931320580999414,26.7131264586885,-0.012236147442714,-1.69387382585345,0.106670851681486,28.0124860191579,-0.0259182122419684,-1.48289972519189,-0.102048878786652,31.3551507402992,0.859503053435651,-3.13545062247937,9.87285984162478,-2.21961668050591,-4.50789432626788
"1008",1008,0,0.13,-0.104985275562576,0.734417311664508,-0.648329265610723,26.7607278012293,-0.13053141830152,0.0209129911598632,0.104326094089865,28.046441618834,-0.11231225304853,0.21391811785964,-0.101904747011445,31.3532894687779,0.856490481903647,-3.13483400494311,7.20475181193532,0.191508927236391,-4.2599055644597
"1009",1009,0.13,0.07,-0.0570657027145671,0.334465211677699,-0.417578530536282,26.7515716389055,-0.0702861483162032,-0.16686790845884,0.100380972980195,28.0731781195883,-0.0604758285645928,0.0311600412102219,-0.101743377593833,31.351454239296,0.847156128579506,-3.01146949487284,5.04861877581388,1.93305398010589,-3.97408391587561
