 STN,YYYYMMDD,   RH, EV24
  290,20240531,    2,   27
  290,20240601,   14,   24
  290,20240602,    0,   25
  290,20240603,   -1,   16
  290,20240604,    8,   23
  290,20240605,    7,   34
  290,20240606,    0,   33
  290,20240607,    0,   34
  290,20240608,    9,   29
  290,20240609,   -1,   35
  290,20240610,  107,   12
  290,20240611,   25,   32
  290,20240612,   -1,   26
  290,20240613,    0,   33
  290,20240614,   12,   19
  290,20240615,  111,   27
  290,20240616,   62,   25
  290,20240617,    3,   31
  290,20240618,  130,   12
  290,20240619,   -1,   40
  290,20240620,    8,   34
  290,20240621,   68,    8
  290,20240622,    0,   37
  290,20240623,    0,   39
  290,20240624,    0,   53
  290,20240625,    0,   55
  290,20240626,    0,   56
  290,20240627,   -1,   54
  290,20240628,    0,   40
  290,20240629,   62,   48
  290,20240630,  143,   24
  290,20240701,   44,   26
  290,20240702,   44,   19
  290,20240703,   14,   23
  290,20240704,   48,   42
  290,20240705,    1,   13
  290,20240706,   23,   34
  290,20240707,    1,   31
  290,20240708,   -1,   41
  290,20240709,  156,   46
  290,20240710,    3,   35
  290,20240711,    0,   43
  290,20240712,  515,    7
  290,20240713,   26,   19
  290,20240714,    0,   44
  290,20240715,    2,   45
  290,20240716,   32,   32
  290,20240717,   -1,   27
  290,20240718,    0,   41
  290,20240719,    0,   44
  290,20240720,    1,   48
  290,20240721,  642,   16
  290,20240722,   -1,   41
  290,20240723,  244,   16
  290,20240724,   -1,   37
  290,20240725,    3,   29
  290,20240726,   29,   26
  290,20240727,  178,   22
  290,20240728,    0,   39
  290,20240729,    0,   48
  290,20240730,    0,   48
  290,20240731,   -1,   41
  290,20240801,  119,   21
  290,20240802,    0,   43
  290,20240803,   91,   26
  290,20240804,    8,   28
  290,20240805,    0,   38
  290,20240806,    0,   46
  290,20240807,    5,   18
  290,20240808,    0,   35
  290,20240809,   -1,   19
  290,20240810,    0,   33
  290,20240811,    0,   43
  290,20240812,    0,   46
  290,20240813,    1,   43
  290,20240814,  236,   15
  290,20240815,    0,   34
  290,20240816,   19,   14
  290,20240817,  157,   30
  290,20240818,    1,   29
  290,20240819,    0,   24
  290,20240820,   54,   31
  290,20240821,   -1,   32
  290,20240822,    0,   30
  290,20240823,    2,   23
  290,20240824,   65,   29
  290,20240825,   -1,   32
  290,20240826,    0,   28
  290,20240827,    0,   36
  290,20240828,    0,   39
  290,20240829,    0,   31
  290,20240830,    9,   17
  290,20240831,   -1,   33
  290,20240901,    0,   35
  290,20240902,   22,   31
  290,20240903,   -1,   27
  290,20240904,   45,    8
  290,20240905,    0,   30
  290,20240906,   15,   12
  290,20240907,    0,   26
  290,20240908,   -1,   26
  290,20240909,   10,   14
  290,20240910,   74,   13
  290,20240911,  167,   17
  290,20240912,    4,   18
  290,20240913,   -1,   21
  290,20240914,    0,   21
  290,20240915,    0,   20
  290,20240916,   -1,   17
  290,20240917,    0,   23
  290,20240918,    0,   19
  290,20240919,    0,   19
  290,20240920,    0,   27
  290,20240921,    0,   26
  290,20240922,    0,   23
  290,20240923,   -1,   14
  290,20240924,   23,   15
  290,20240925,    2,   11
  290,20240926,  212,   11
  290,20240927,  152,   10
  290,20240928,   12,   17
  290,20240929,   -1,   17
  290,20240930,  118,   11
  290,20241001,  151,    3
  290,20241002,   24,    3
  290,20241003,    0,   17
  290,20241004,    0,   16
  290,20241005,    0,   17
  290,20241006,   -1,   16
  290,20241007,    6,   15
  290,20241008,  105,   12
  290,20241009,  116,    7
  290,20241010,   34,    9
  290,20241011,    0,   13
  290,20241012,   25,    9
  290,20241013,   14,   10
  290,20241014,    0,    8
  290,20241015,    0,   15
  290,20241016,   -1,   11
  290,20241017,   -1,    6
  290,20241018,   -1,   15
  290,20241019,   28,    4
  290,20241020,   -1,    9
  290,20241021,   37,    5
  290,20241022,   36,   11
  290,20241023,    0,    5
  290,20241024,    0,   10
  290,20241025,   21,   13
  290,20241026,    0,   11
  290,20241027,   -1,   10
  290,20241028,   20,    6
  290,20241029,   11,    3
  290,20241030,   11,    5
  290,20241031,    0,    4
  290,20241101,   -1,    2
  290,20241102,    2,    8
  290,20241103,    0,    9
  290,20241104,    0,    9
  290,20241105,    0,    9
  290,20241106,    0,    2
  290,20241107,    0,    2
  290,20241108,    0,    1
  290,20241109,   -1,    1
  290,20241110,   -1,    3
  290,20241111,   93,    6
  290,20241112,    3,    4
  290,20241113,   -1,    3
  290,20241114,    9,    3
  290,20241115,   -1,    2
  290,20241116,    6,    2
  290,20241117,   62,    5
  290,20241118,   25,    6
  290,20241119,  105,    1
  290,20241120,   54,    1
  290,20241121,   -1,    4
  290,20241122,  103,    2
  290,20241123,   62,    2
  290,20241124,    1,    4
  290,20241125,   30,    1
  290,20241126,   10,    3
  290,20241127,   52,    1
  290,20241128,   18,    4
  290,20241129,    0,    3
  290,20241130,    0,    5
  290,20241201,   -1,    5
  290,20241202,   21,    1
  290,20241203,   12,    3
  290,20241204,   -1,    2
  290,20241205,  137,    1
  290,20241206,  147,    1
  290,20241207,   12,    2
  290,20241208,   12,    3
  290,20241209,   11,    1
  290,20241210,   -1,    1
  290,20241211,    0,    1
  290,20241212,    0,    1
  290,20241213,    0,    1
  290,20241214,    2,    1
  290,20241215,    8,    1
  290,20241216,    9,    1
  290,20241217,    0,    1
  290,20241218,    5,    1
  290,20241219,   72,    1
  290,20241220,    4,    3
  290,20241221,   53,    1
  290,20241222,   49,    2
  290,20241223,    7,    3
  290,20241224,   15,    1
  290,20241225,    0,    2
  290,20241226,   -1,    1
  290,20241227,    0,    2
  290,20241228,   -1,    2
  290,20241229,    0,    1
  290,20241230,    1,    1
  290,20241231,   -1,    1
