 STN,YYYYMMDD,   RH, EV24
  290,20170101,   38,    1
  290,20170102,    7,    3
  290,20170103,   17,    2
  290,20170104,   40,    3
  290,20170105,    0,    4
  290,20170106,    0,    4
  290,20170107,   27,    1
  290,20170108,    0,    2
  290,20170109,    5,    2
  290,20170110,   42,    2
  290,20170111,   61,    1
  290,20170112,  104,    3
  290,20170113,  200,    4
  290,20170114,   21,    3
  290,20170115,    1,    3
  290,20170116,   -1,    2
  290,20170117,   -1,    1
  290,20170118,    1,    2
  290,20170119,    0,    4
  290,20170120,    0,    4
  290,20170121,    0,    5
  290,20170122,    0,    5
  290,20170123,    0,    2
  290,20170124,    0,    2
  290,20170125,   -1,    4
  290,20170126,    0,    6
  290,20170127,    0,    5
  290,20170128,    8,    5
  290,20170129,    4,    3
  290,20170130,   68,    1
  290,20170131,    0,    2
  290,20170201,    6,    4
  290,20170202,    3,    7
  290,20170203,    8,    3
  290,20170204,   18,    6
  290,20170205,   21,    4
  290,20170206,    0,    3
  290,20170207,   23,    2
  290,20170208,   11,    2
  290,20170209,    0,    2
  290,20170210,    0,    1
  290,20170211,    4,    3
  290,20170212,    2,    7
  290,20170213,    0,    9
  290,20170214,    0,    9
  290,20170215,    0,   11
  290,20170216,    0,    7
  290,20170217,   35,    2
  290,20170218,    0,    8
  290,20170219,    8,    2
  290,20170220,   56,    2
  290,20170221,    2,    8
  290,20170222,  155,    1
  290,20170223,  188,    3
  290,20170224,   11,   10
  290,20170225,   16,    4
  290,20170226,   13,    3
  290,20170227,   33,    4
  290,20170228,   40,    5
  290,20170301,   46,    7
  290,20170302,   86,    4
  290,20170303,    5,    8
  290,20170304,   30,    9
  290,20170305,   33,   10
  290,20170306,    8,    8
  290,20170307,   37,    4
  290,20170308,   91,    2
  290,20170309,    8,    4
  290,20170310,    0,   15
  290,20170311,    0,   15
  290,20170312,    0,   13
  290,20170313,    0,   16
  290,20170314,    0,   16
  290,20170315,    0,   18
  290,20170316,    0,   20
  290,20170317,   34,   12
  290,20170318,   70,    7
  290,20170319,   43,    3
  290,20170320,  133,    4
  290,20170321,   28,   15
  290,20170322,    0,   22
  290,20170323,    0,   17
  290,20170324,    0,   23
  290,20170325,    0,   23
  290,20170326,    0,   21
  290,20170327,    0,   26
  290,20170328,    2,   26
  290,20170329,    6,    7
  290,20170330,    0,   25
  290,20170331,    4,   25
  290,20170401,   15,   11
  290,20170402,    0,   22
  290,20170403,    0,   25
  290,20170404,    0,   25
  290,20170405,   -1,   12
  290,20170406,   -1,   14
  290,20170407,    0,   13
  290,20170408,    0,   14
  290,20170409,    0,   31
  290,20170410,    0,   15
  290,20170411,    0,   15
  290,20170412,   29,    7
  290,20170413,   10,   16
  290,20170414,   -1,    7
  290,20170415,   17,   19
  290,20170416,   24,   15
  290,20170417,   37,   20
  290,20170418,   -1,   17
  290,20170419,    0,   19
  290,20170420,    0,   30
  290,20170421,   12,   13
  290,20170422,   -1,   21
  290,20170423,   10,   17
  290,20170424,   23,   13
  290,20170425,    4,   24
  290,20170426,   -1,   27
  290,20170427,    0,   19
  290,20170428,   43,   15
  290,20170429,    0,   22
  290,20170430,    0,   38
  290,20170501,   18,    7
  290,20170502,   46,   15
  290,20170503,    9,   18
  290,20170504,   13,   17
  290,20170505,    2,    6
  290,20170506,    0,   34
  290,20170507,    0,   19
  290,20170508,   -1,   17
  290,20170509,    0,   22
  290,20170510,    0,   30
  290,20170511,   59,   37
  290,20170512,   74,   23
  290,20170513,   -1,   27
  290,20170514,   -1,   30
  290,20170515,   -1,   45
  290,20170516,    0,   30
  290,20170517,    0,   49
  290,20170518,    6,   13
  290,20170519,   18,   11
  290,20170520,   -1,   33
  290,20170521,    0,   37
  290,20170522,    0,   43
  290,20170523,    0,   38
  290,20170524,    0,   22
  290,20170525,    0,   45
  290,20170526,    0,   52
  290,20170527,    0,   55
  290,20170528,   51,   47
  290,20170529,    1,   44
  290,20170530,   10,   32
  290,20170531,    0,   40
  290,20170601,    0,   49
  290,20170602,    1,   42
  290,20170603,   14,   27
  290,20170604,    5,   24
  290,20170605,    0,   37
  290,20170606,   29,   24
  290,20170607,   63,   20
  290,20170608,    2,   28
  290,20170609,   80,   20
  290,20170610,    0,   39
  290,20170611,    2,   32
  290,20170612,    0,   22
  290,20170613,    0,   22
  290,20170614,    0,   50
  290,20170615,    0,   39
  290,20170616,   -1,   22
  290,20170617,    0,   17
  290,20170618,    0,   53
  290,20170619,    0,   55
  290,20170620,    0,   46
  290,20170621,    0,   51
  290,20170622,    4,   48
  290,20170623,    0,   35
  290,20170624,   26,   10
  290,20170625,   32,   13
  290,20170626,   20,   39
  290,20170627,   29,   27
  290,20170628,   76,   18
  290,20170629,   53,   14
  290,20170630,  186,   22
  290,20170701,   39,   15
  290,20170702,   10,   27
  290,20170703,   -1,   36
  290,20170704,    0,   46
  290,20170705,    0,   37
  290,20170706,   -1,   49
  290,20170707,  122,   38
  290,20170708,    0,   30
  290,20170709,    0,   42
  290,20170710,   42,   25
  290,20170711,   22,   20
  290,20170712,  344,   12
  290,20170713,    0,   31
  290,20170714,   43,   23
  290,20170715,   -1,   27
  290,20170716,   54,   13
  290,20170717,    1,   49
  290,20170718,    0,   49
  290,20170719,   19,   42
  290,20170720,   80,   28
  290,20170721,    0,   44
  290,20170722,  112,   40
  290,20170723,   63,   29
  290,20170724,   56,   19
  290,20170725,   60,   12
  290,20170726,   -1,   36
  290,20170727,    3,   27
  290,20170728,    2,   25
  290,20170729,    3,   19
  290,20170730,    3,   30
  290,20170731,    0,   42
  290,20170801,    0,   22
  290,20170802,    9,   26
  290,20170803,   18,   28
  290,20170804,    2,   25
  290,20170805,    9,   18
  290,20170806,   -1,   28
  290,20170807,    0,   39
  290,20170808,   14,   17
  290,20170809,    0,   28
  290,20170810,    7,   25
  290,20170811,   34,   11
  290,20170812,   93,   12
  290,20170813,   -1,   27
  290,20170814,    0,   37
  290,20170815,  316,   20
  290,20170816,    0,   33
  290,20170817,   47,   11
  290,20170818,   91,   14
  290,20170819,   36,   20
  290,20170820,   -1,   24
  290,20170821,    0,   24
  290,20170822,    0,   27
  290,20170823,    0,   35
  290,20170824,    0,   19
  290,20170825,    0,   32
  290,20170826,    0,   30
  290,20170827,    0,   33
  290,20170828,    0,   34
  290,20170829,    0,   35
  290,20170830,  135,   16
  290,20170831,   30,   17
  290,20170901,    5,   22
  290,20170902,    1,   26
  290,20170903,    0,   26
  290,20170904,    0,   29
  290,20170905,   62,   15
  290,20170906,   45,   15
  290,20170907,    3,   19
  290,20170908,  202,    5
  290,20170909,   83,   19
  290,20170910,   -1,   23
  290,20170911,   15,   19
  290,20170912,   11,   20
  290,20170913,  120,   19
  290,20170914,   72,   11
  290,20170915,   20,   19
  290,20170916,   -1,   12
  290,20170917,   29,   19
  290,20170918,  108,    8
  290,20170919,    1,   12
  290,20170920,    1,   12
  290,20170921,    0,   22
  290,20170922,   24,   17
  290,20170923,    0,   23
  290,20170924,    0,   21
  290,20170925,    0,   13
  290,20170926,   -1,   14
  290,20170927,    0,   17
  290,20170928,    6,    9
  290,20170929,   85,   16
  290,20170930,  146,    3
  290,20171001,    0,   19
  290,20171002,   16,   12
  290,20171003,    6,   15
  290,20171004,    4,    7
  290,20171005,  134,   11
  290,20171006,   26,   10
  290,20171007,   95,    3
  290,20171008,   18,   12
  290,20171009,    8,    9
  290,20171010,   16,    5
  290,20171011,    7,    5
  290,20171012,   -1,   12
  290,20171013,    0,   12
  290,20171014,    0,   17
  290,20171015,    0,   17
  290,20171016,    0,   16
  290,20171017,    0,    8
  290,20171018,    0,   14
  290,20171019,    0,   13
  290,20171020,   49,    7
  290,20171021,   14,    5
  290,20171022,   66,    6
  290,20171023,    1,    5
  290,20171024,   15,    3
  290,20171025,   -1,    4
  290,20171026,    4,    6
  290,20171027,    2,    9
  290,20171028,   74,    3
  290,20171029,   33,    9
  290,20171030,    5,    7
  290,20171031,   19,    5
  290,20171101,   -1,    5
  290,20171102,   24,    5
  290,20171103,    0,    3
  290,20171104,   23,    8
  290,20171105,   26,    6
  290,20171106,   -1,    7
  290,20171107,    0,    5
  290,20171108,   -1,    2
  290,20171109,    8,    3
  290,20171110,   63,    2
  290,20171111,   30,    3
  290,20171112,   27,    2
  290,20171113,    3,    7
  290,20171114,    9,    3
  290,20171115,   -1,    2
  290,20171116,   17,    2
  290,20171117,    0,    6
  290,20171118,   31,    3
  290,20171119,   37,    4
  290,20171120,  130,    1
  290,20171121,   50,    1
  290,20171122,    6,    3
  290,20171123,   25,    2
  290,20171124,   76,    2
  290,20171125,    7,    4
  290,20171126,   55,    2
  290,20171127,   93,    1
  290,20171128,    5,    3
  290,20171129,    0,    1
  290,20171130,    5,    2
  290,20171201,   -1,    3
  290,20171202,    2,    1
  290,20171203,   28,    1
  290,20171204,   14,    2
  290,20171205,   -1,    1
  290,20171206,    0,    1
  290,20171207,   66,    1
  290,20171208,   56,    1
  290,20171209,   52,    2
  290,20171210,  132,    1
  290,20171211,   64,    0
  290,20171212,   23,    2
  290,20171213,  216,    0
  290,20171214,   58,    1
  290,20171215,    5,    1
  290,20171216,    6,    4
  290,20171217,   38,    4
  290,20171218,   42,    1
  290,20171219,   23,    1
  290,20171220,    3,    1
  290,20171221,    9,    1
  290,20171222,    0,    2
  290,20171223,   -1,    1
  290,20171224,    5,    1
  290,20171225,    4,    1
  290,20171226,   28,    2
  290,20171227,   11,    1
  290,20171228,    1,    3
  290,20171229,   28,    2
  290,20171230,   59,    1
  290,20171231,  128,    1
  290,20180101,   72,    2
  290,20180102,   27,    2
  290,20180103,  204,    1
  290,20180104,   42,    2
  290,20180105,   15,    2
  290,20180106,    0,    2
  290,20180107,    0,    3
  290,20180108,    0,    4
  290,20180109,    0,    2
  290,20180110,   13,    2
  290,20180111,    0,    3
  290,20180112,   -1,    1
  290,20180113,   -1,    2
  290,20180114,    0,    2
  290,20180115,   84,    1
  290,20180116,  119,    3
  290,20180117,  119,    3
  290,20180118,   43,    2
  290,20180119,    3,    3
  290,20180120,   29,    2
  290,20180121,    1,    4
  290,20180122,   14,    1
  290,20180123,    8,    3
  290,20180124,   21,    2
  290,20180125,    6,    3
  290,20180126,    0,    2
  290,20180127,   12,    2
  290,20180128,    4,    4
  290,20180129,   52,    2
  290,20180130,    0,    6
  290,20180131,   70,    1
  290,20180201,   19,    2
  290,20180202,  123,    3
  290,20180203,   27,    3
  290,20180204,    9,    3
  290,20180205,   -1,    3
  290,20180206,    0,    6
  290,20180207,    0,    8
  290,20180208,    0,    7
  290,20180209,    0,    7
  290,20180210,   -1,    2
  290,20180211,   91,    6
  290,20180212,   50,    8
  290,20180213,    0,    9
  290,20180214,    0,   10
  290,20180215,   19,    1
  290,20180216,    0,    9
  290,20180217,    0,    7
  290,20180218,    0,   10
  290,20180219,    0,    5
  290,20180220,    0,    8
  290,20180221,    0,   10
  290,20180222,    0,    8
  290,20180223,    0,   11
  290,20180224,    0,   10
  290,20180225,    0,   10
  290,20180226,   -1,    7
  290,20180227,    5,    8
  290,20180228,   -1,    7
  290,20180301,    0,    8
  290,20180302,    0,    9
  290,20180303,    0,    7
  290,20180304,   12,   10
  290,20180305,    0,   13
  290,20180306,    0,   12
  290,20180307,   46,   11
  290,20180308,   33,    8
  290,20180309,   14,   11
  290,20180310,   32,   11
  290,20180311,    0,    6
  290,20180312,   17,   12
  290,20180313,  109,    3
  290,20180314,   -1,   11
  290,20180315,   -1,   16
  290,20180316,   70,    3
  290,20180317,   -1,    8
  290,20180318,    0,   13
  290,20180319,   -1,   17
  290,20180320,    1,   19
  290,20180321,    0,    9
  290,20180322,   29,    6
  290,20180323,   -1,    5
  290,20180324,    0,   15
  290,20180325,    0,   11
  290,20180326,   -1,   11
  290,20180327,   10,   11
  290,20180328,  134,    6
  290,20180329,   26,   11
  290,20180330,   86,   18
  290,20180331,   26,   17
  290,20180401,    4,   11
  290,20180402,    8,   12
  290,20180403,   -1,   22
  290,20180404,   58,   11
  290,20180405,    6,    9
  290,20180406,    0,   28
  290,20180407,    0,   29
  290,20180408,    0,   26
  290,20180409,    0,   19
  290,20180410,    0,   29
  290,20180411,    0,   25
  290,20180412,   -1,   18
  290,20180413,    0,   15
  290,20180414,    0,   12
  290,20180415,   35,   23
  290,20180416,   -1,   27
  290,20180417,    0,   32
  290,20180418,    0,   38
  290,20180419,    0,   42
  290,20180420,    0,   38
  290,20180421,    0,   37
  290,20180422,  103,   35
  290,20180423,    0,   25
  290,20180424,    3,    8
  290,20180425,   25,   15
  290,20180426,   74,   25
  290,20180427,    0,   24
  290,20180428,   -1,   18
  290,20180429,  132,   17
  290,20180430,   89,   14
  290,20180501,   38,   16
  290,20180502,   -1,   38
  290,20180503,   -1,   33
  290,20180504,    0,   39
  290,20180505,    0,   43
  290,20180506,    0,   47
  290,20180507,    0,   48
  290,20180508,    0,   49
  290,20180509,    0,   47
  290,20180510,   14,   17
  290,20180511,    0,   37
  290,20180512,    0,   38
  290,20180513,  123,   22
  290,20180514,    0,   46
  290,20180515,    0,   45
  290,20180516,   10,   31
  290,20180517,    0,   37
  290,20180518,    0,   29
  290,20180519,    0,   32
  290,20180520,    0,   46
  290,20180521,    0,   51
  290,20180522,   -1,   39
  290,20180523,   -1,   37
  290,20180524,    1,   28
  290,20180525,   37,   27
  290,20180526,    0,   50
  290,20180527,    4,   35
  290,20180528,    0,   48
  290,20180529,   19,   41
  290,20180530,    0,   47
  290,20180531,  155,   28
  290,20180601,    6,   24
  290,20180602,    4,   17
  290,20180603,    0,   25
  290,20180604,    0,   28
  290,20180605,    0,   32
  290,20180606,    0,   53
  290,20180607,    0,   51
  290,20180608,   16,   12
  290,20180609,   -1,   41
  290,20180610,   -1,   42
  290,20180611,    0,   47
  290,20180612,   -1,   18
  290,20180613,   -1,   22
  290,20180614,    8,   30
  290,20180615,    0,   33
  290,20180616,   -1,   35
  290,20180617,   -1,   27
  290,20180618,    7,   20
  290,20180619,    1,   16
  290,20180620,    0,   45
  290,20180621,   77,   30
  290,20180622,   33,   29
  290,20180623,   -1,   33
  290,20180624,    7,   13
  290,20180625,    0,   37
  290,20180626,    0,   42
  290,20180627,    0,   48
  290,20180628,    0,   49
  290,20180629,    0,   54
  290,20180630,    0,   57
  290,20180701,    0,   56
  290,20180702,    0,   55
  290,20180703,    0,   54
  290,20180704,    0,   49
  290,20180705,    0,   50
  290,20180706,    0,   43
  290,20180707,    0,   49
  290,20180708,    0,   48
  290,20180709,   -1,   23
  290,20180710,   28,   23
  290,20180711,   48,   23
  290,20180712,    0,   41
  290,20180713,    0,   45
  290,20180714,    0,   50
  290,20180715,    0,   53
  290,20180716,    0,   54
  290,20180717,    0,   44
  290,20180718,    0,   36
  290,20180719,    0,   32
  290,20180720,    0,   48
  290,20180721,    1,   45
  290,20180722,    0,   35
  290,20180723,    0,   51
  290,20180724,    0,   52
  290,20180725,  265,   49
  290,20180726,    0,   51
  290,20180727,    0,   55
  290,20180728,  131,   28
  290,20180729,    0,   33
  290,20180730,    0,   44
  290,20180731,    0,   36
  290,20180801,    0,   36
  290,20180802,    0,   49
  290,20180803,    0,   49
  290,20180804,    0,   43
  290,20180805,    0,   45
  290,20180806,    0,   48
  290,20180807,    0,   49
  290,20180808,    2,   17
  290,20180809,  108,   25
  290,20180810,   42,   31
  290,20180811,   53,   34
  290,20180812,    0,   33
  290,20180813,   21,   19
  290,20180814,    7,   26
  290,20180815,    0,   20
  290,20180816,    0,   37
  290,20180817,   52,   27
  290,20180818,    0,   31
  290,20180819,    0,   37
  290,20180820,    1,   15
  290,20180821,    0,   21
  290,20180822,    0,   34
  290,20180823,   47,   22
  290,20180824,   28,   25
  290,20180825,  130,   18
  290,20180826,   17,   30
  290,20180827,   12,   14
  290,20180828,    0,   17
  290,20180829,  110,   24
  290,20180830,    6,   17
  290,20180831,   -1,   18
  290,20180901,    0,   29
  290,20180902,    0,   34
  290,20180903,  114,   22
  290,20180904,   -1,   29
  290,20180905,    0,   30
  290,20180906,   38,   12
  290,20180907,   26,   17
  290,20180908,   -1,   22
  290,20180909,    0,   25
  290,20180910,    0,   13
  290,20180911,    0,   19
  290,20180912,    9,    8
  290,20180913,    0,   26
  290,20180914,    0,   26
  290,20180915,    1,   17
  290,20180916,    0,   23
  290,20180917,    0,   26
  290,20180918,    0,   30
  290,20180919,    0,   27
  290,20180920,    0,   23
  290,20180921,   87,   15
  290,20180922,   84,    9
  290,20180923,   97,    3
  290,20180924,   11,   19
  290,20180925,    0,   19
  290,20180926,    0,   20
  290,20180927,    0,   22
  290,20180928,    0,   16
  290,20180929,    0,   17
  290,20180930,   -1,   17
  290,20181001,    9,   15
  290,20181002,   24,    5
  290,20181003,    0,   19
  290,20181004,    3,    8
  290,20181005,    0,   20
  290,20181006,   23,   20
  290,20181007,   -1,   14
  290,20181008,    0,   15
  290,20181009,    0,   14
  290,20181010,    0,   20
  290,20181011,    0,   17
  290,20181012,    0,   19
  290,20181013,    0,   19
  290,20181014,    0,   19
  290,20181015,    0,   17
  290,20181016,    0,   18
  290,20181017,    0,   14
  290,20181018,    6,    8
  290,20181019,    0,   13
  290,20181020,    0,   11
  290,20181021,    0,    9
  290,20181022,    4,   10
  290,20181023,   12,    2
  290,20181024,   32,    6
  290,20181025,   20,    4
  290,20181026,   19,    3
  290,20181027,    2,    9
  290,20181028,    0,    7
  290,20181029,    0,    2
  290,20181030,  119,    2
  290,20181031,   -1,    9
  290,20181101,   39,    4
  290,20181102,   -1,    5
  290,20181103,    0,    8
  290,20181104,    0,    6
  290,20181105,    0,    2
  290,20181106,    0,    8
  290,20181107,    1,   10
  290,20181108,    0,    9
  290,20181109,    4,    7
  290,20181110,   40,    2
  290,20181111,   54,    4
  290,20181112,   38,    1
  290,20181113,   -1,    5
  290,20181114,    0,    7
  290,20181115,    0,    7
  290,20181116,    0,    6
  290,20181117,    0,    6
  290,20181118,    0,    5
  290,20181119,    8,    3
  290,20181120,   10,    1
  290,20181121,    0,    3
  290,20181122,   -1,    1
  290,20181123,    0,    5
  290,20181124,   14,    1
  290,20181125,   -1,    1
  290,20181126,    0,    2
  290,20181127,    0,    1
  290,20181128,    9,    2
  290,20181129,   33,    1
  290,20181130,   -1,    3
  290,20181201,   13,    4
  290,20181202,   50,    1
  290,20181203,   73,    3
  290,20181204,   -1,    5
  290,20181205,    7,    2
  290,20181206,   14,    1
  290,20181207,  139,    1
  290,20181208,   98,    2
  290,20181209,   59,    3
  290,20181210,   24,    3
  290,20181211,   -1,    4
  290,20181212,   -1,    2
  290,20181213,    0,    2
  290,20181214,    0,    3
  290,20181215,    0,    1
  290,20181216,    8,    1
  290,20181217,   36,    1
  290,20181218,    0,    3
  290,20181219,    2,    1
  290,20181220,   12,    1
  290,20181221,  140,    1
  290,20181222,  149,    1
  290,20181223,  101,    1
  290,20181224,    1,    4
  290,20181225,    0,    3
  290,20181226,    2,    1
  290,20181227,    0,    2
  290,20181228,   -1,    1
  290,20181229,   21,    1
  290,20181230,    9,    2
  290,20181231,    2,    2
  290,20190101,   15,    2
  290,20190102,   -1,    3
  290,20190103,    1,    3
  290,20190104,    6,    1
  290,20190105,   63,    1
  290,20190106,   24,    2
  290,20190107,   60,    1
  290,20190108,   78,    2
  290,20190109,   16,    4
  290,20190110,   20,    1
  290,20190111,   22,    2
  290,20190112,   64,    1
  290,20190113,  117,    1
  290,20190114,    3,    4
  290,20190115,    2,    2
  290,20190116,   14,    1
  290,20190117,   93,    1
  290,20190118,    0,    5
  290,20190119,    0,    4
  290,20190120,    0,    5
  290,20190121,    0,    6
  290,20190122,   12,    3
  290,20190123,    2,    2
  290,20190124,    0,    1
  290,20190125,   37,    2
  290,20190126,   68,    1
  290,20190127,   52,    1
  290,20190128,   44,    2
  290,20190129,    0,    5
  290,20190130,   18,    2
  290,20190131,    1,    5
  290,20190201,    5,    2
  290,20190202,   53,    1
  290,20190203,   11,    6
  290,20190204,   10,    3
  290,20190205,    0,    1
  290,20190206,  104,    2
  290,20190207,   43,    6
  290,20190208,   33,    2
  290,20190209,    3,    4
  290,20190210,  165,    2
  290,20190211,   14,    7
  290,20190212,    1,    6
  290,20190213,   -1,    2
  290,20190214,    0,   10
  290,20190215,    0,   12
  290,20190216,    0,   12
  290,20190217,    0,   11
  290,20190218,    0,   12
  290,20190219,    3,    7
  290,20190220,    0,    8
  290,20190221,   11,    6
  290,20190222,   10,    6
  290,20190223,    0,   13
  290,20190224,    0,   14
  290,20190225,    0,   14
  290,20190226,    0,   15
  290,20190227,    0,   16
  290,20190228,   11,   11
  290,20190301,   14,    2
  290,20190302,    4,    7
  290,20190303,   31,    3
  290,20190304,   43,    7
  290,20190305,   21,    9
  290,20190306,   27,    7
  290,20190307,   49,   10
  290,20190308,   63,   12
  290,20190309,  120,    7
  290,20190310,  202,    3
  290,20190311,   63,    7
  290,20190312,   26,    7
  290,20190313,   87,    4
  290,20190314,  103,    4
  290,20190315,   56,    5
  290,20190316,   40,    4
  290,20190317,   39,   11
  290,20190318,   13,   13
  290,20190319,    0,   17
  290,20190320,   -1,    7
  290,20190321,    0,   19
  290,20190322,    0,   23
  290,20190323,    1,    7
  290,20190324,    0,   18
  290,20190325,   51,   14
  290,20190326,    2,    8
  290,20190327,    0,   16
  290,20190328,    0,   10
  290,20190329,    0,   25
  290,20190330,    0,   23
  290,20190331,    0,   21
  290,20190401,    0,   27
  290,20190402,    3,   19
  290,20190403,    6,    8
  290,20190404,   12,    5
  290,20190405,   16,    7
  290,20190406,    0,   14
  290,20190407,    0,   31
  290,20190408,    0,   32
  290,20190409,    0,   29
  290,20190410,    0,   28
  290,20190411,    0,   19
  290,20190412,   -1,   11
  290,20190413,    5,   18
  290,20190414,    9,   23
  290,20190415,    0,   32
  290,20190416,    0,   33
  290,20190417,    0,   25
  290,20190418,    0,   37
  290,20190419,    0,   40
  290,20190420,    0,   39
  290,20190421,    0,   40
  290,20190422,    0,   41
  290,20190423,    0,   38
  290,20190424,   96,   33
  290,20190425,    2,   30
  290,20190426,    7,   16
  290,20190427,   27,   13
  290,20190428,   -1,   18
  290,20190429,   -1,   23
  290,20190430,    0,   27
  290,20190501,    0,   23
  290,20190502,    4,   15
  290,20190503,   11,   22
  290,20190504,   30,   24
  290,20190505,   17,   21
  290,20190506,   21,   18
  290,20190507,    0,   22
  290,20190508,   18,   14
  290,20190509,   44,   28
  290,20190510,    7,   16
  290,20190511,    0,   31
  290,20190512,    0,   28
  290,20190513,    0,   39
  290,20190514,    0,   38
  290,20190515,    0,   43
  290,20190516,   -1,   24
  290,20190517,    2,   12
  290,20190518,    0,   31
  290,20190519,    6,   36
  290,20190520,   -1,   22
  290,20190521,    1,    9
  290,20190522,   -1,   31
  290,20190523,    0,   40
  290,20190524,    0,   41
  290,20190525,    0,   31
  290,20190526,   38,   27
  290,20190527,    2,   32
  290,20190528,   78,   11
  290,20190529,    0,   45
  290,20190530,   -1,   15
  290,20190531,    0,   37
  290,20190601,    0,   49
  290,20190602,   -1,   54
  290,20190603,    5,   24
  290,20190604,   -1,   40
  290,20190605,    2,   41
  290,20190606,   40,   23
  290,20190607,   31,   41
  290,20190608,   54,   19
  290,20190609,    0,   43
  290,20190610,   78,   36
  290,20190611,    4,   38
  290,20190612,  151,   18
  290,20190613,    1,   37
  290,20190614,    1,   44
  290,20190615,   71,   31
  290,20190616,    0,   41
  290,20190617,    0,   47
  290,20190618,   -1,   45
  290,20190619,   38,   34
  290,20190620,   74,   23
  290,20190621,    0,   40
  290,20190622,    0,   51
  290,20190623,    0,   55
  290,20190624,    0,   54
  290,20190625,    0,   53
  290,20190626,    0,   45
  290,20190627,    0,   52
  290,20190628,    0,   47
  290,20190629,    0,   58
  290,20190630,    0,   52
  290,20190701,    0,   41
  290,20190702,   -1,   39
  290,20190703,    0,   36
  290,20190704,    0,   47
  290,20190705,    0,   47
  290,20190706,   18,   25
  290,20190707,    0,   24
  290,20190708,    4,   20
  290,20190709,    0,   36
  290,20190710,    1,   28
  290,20190711,   39,   19
  290,20190712,   21,   24
  290,20190713,    2,   28
  290,20190714,    1,   19
  290,20190715,   -1,   21
  290,20190716,    0,    9
  290,20190717,    0,   35
  290,20190718,   -1,   39
  290,20190719,   -1,   38
  290,20190720,   40,   25
  290,20190721,    0,   40
  290,20190722,    0,   39
  290,20190723,    0,   54
  290,20190724,    0,   55
  290,20190725,    0,   52
  290,20190726,    0,   53
  290,20190727,    0,   48
  290,20190728,    0,   34
  290,20190729,    0,   33
  290,20190730,    0,   42
  290,20190731,    5,   29
  290,20190801,    2,   31
  290,20190802,   -1,   20
  290,20190803,   -1,   14
  290,20190804,   -1,   34
  290,20190805,   -1,   28
  290,20190806,    1,   33
  290,20190807,    7,   30
  290,20190808,    0,   31
  290,20190809,   54,   12
  290,20190810,    8,   29
  290,20190811,    0,   28
  290,20190812,   78,   32
  290,20190813,   46,   25
  290,20190814,   37,   35
  290,20190815,   24,   19
  290,20190816,    3,   32
  290,20190817,  110,    8
  290,20190818,   86,   14
  290,20190819,    5,   26
  290,20190820,   31,   27
  290,20190821,    0,   33
  290,20190822,    0,   38
  290,20190823,    0,   38
  290,20190824,    0,   41
  290,20190825,    0,   41
  290,20190826,    0,   39
  290,20190827,    0,   38
  290,20190828,   20,   35
  290,20190829,  171,   28
  290,20190830,    0,   35
  290,20190831,    6,   37
  290,20190901,    0,   18
  290,20190902,    0,   28
  290,20190903,   -1,   10
  290,20190904,   16,   15
  290,20190905,   29,   20
  290,20190906,    5,   22
  290,20190907,   21,   19
  290,20190908,  140,   14
  290,20190909,    0,   25
  290,20190910,    0,   24
  290,20190911,   52,   10
  290,20190912,    1,   22
  290,20190913,   22,   22
  290,20190914,    0,   26
  290,20190915,    0,   23
  290,20190916,  109,    7
  290,20190917,    5,   16
  290,20190918,    0,   18
  290,20190919,    0,   21
  290,20190920,    0,   24
  290,20190921,    0,   27
  290,20190922,    1,   25
  290,20190923,   22,   11
  290,20190924,    8,   10
  290,20190925,   61,   11
  290,20190926,  117,    5
  290,20190927,    2,   13
  290,20190928,   26,   14
  290,20190929,  282,    4
  290,20190930,   24,   18
  290,20191001,  438,    8
  290,20191002,   11,   16
  290,20191003,   12,   14
  290,20191004,  161,    3
  290,20191005,    0,   13
  290,20191006,   13,    7
  290,20191007,   -1,   13
  290,20191008,   58,    6
  290,20191009,  157,    7
  290,20191010,   20,   11
  290,20191011,   19,    5
  290,20191012,   19,    2
  290,20191013,    8,   12
  290,20191014,    4,   13
  290,20191015,   61,    9
  290,20191016,   84,    8
  290,20191017,   45,    7
  290,20191018,   25,    8
  290,20191019,   23,    5
  290,20191020,   38,    3
  290,20191021,    3,    9
  290,20191022,   -1,    6
  290,20191023,    0,    9
  290,20191024,    0,    9
  290,20191025,    3,   10
  290,20191026,   -1,   13
  290,20191027,   30,    7
  290,20191028,    6,    8
  290,20191029,    0,    9
  290,20191030,    0,    9
  290,20191031,    0,   10
  290,20191101,   39,    2
  290,20191102,   59,    6
  290,20191103,   31,    6
  290,20191104,    8,    6
  290,20191105,   23,    3
  290,20191106,    6,    5
  290,20191107,   17,    3
  290,20191108,    0,    8
  290,20191109,    2,    3
  290,20191110,    0,    7
  290,20191111,    9,    4
  290,20191112,   13,    2
  290,20191113,   10,    4
  290,20191114,    0,    4
  290,20191115,    0,    2
  290,20191116,   -1,    4
  290,20191117,   80,    3
  290,20191118,  288,    1
  290,20191119,   12,    3
  290,20191120,    0,    1
  290,20191121,    0,    3
  290,20191122,    3,    5
  290,20191123,    0,    5
  290,20191124,    0,    5
  290,20191125,    0,    2
  290,20191126,    5,    2
  290,20191127,   45,    3
  290,20191128,  140,    2
  290,20191129,   -1,    4
  290,20191130,    0,    4
  290,20191201,    0,    2
  290,20191202,    3,    4
  290,20191203,    8,    4
